Codrecurso,URLNombreCast,Nombre,URLNombreBuscador,CodCategoria,IdRecursoCategoria,IDCATEGORIA,NombreLocalidad,Tipo,Especialidad,Path,ImgFichero,DescripZona,Distancia,GEORR_X,GEORR_Y,DIPLOMACOMPROMISO
"3940","Iruso","Iruso","Restauracion","081005","2678","02010000","LEITZA","Restaurantes","Casera o regional","02\01\00\00\","3940FotoTH1.jpg","Pirineos","","586530","4772532","NO"
"4312","Isaba","Isaba","Restauracion","","3029","02040000","ISABA","Restaurantes","Casera o regional","01\01\02\00\","4312FotoTH1.jpg","Pirineos","","669420","4747312","NO"
"5941","Isidro","Isidro","Restauracion","","5866","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5941FotoTH1.JPG","La Ribera","","615355","4657746","NO"
"1632","Itur","Itur","Restauracion","081101                                            ","2521","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","609668","4741352","NO"
"1025","Iturri Eder","Iturri Eder","Restauracion","081005","1914","02010000","ETXARRI-ARANATZ","Restaurantes","Casera o regional","02\01\00\00\","1025FotoTH1.jpg","Pirineos","","576290","4750794","NO"
"1218","Itxaso","Itxaso","Restauracion","081005","2107","02010000","ORKOIEN","Restaurantes","Casera o regional","02\01\00\00\","1218FotoTH1.jpg","Cuenca de Pamplona","","606797","4741488","NO"
"1369","Itxaso","Itxaso","Restauracion","081005","2258","02010000","BERA","Restaurantes","Casera o regional","","","Pirineos","","606526","4792873","NO"
"241","Itxasoenea","Itxasoenea","Restauracion","080401","2993","02040000","AOIZ","Restaurantes","Casera o regional","01\01\03\00\","241FotoTH1.jpg","Pirineos","","633344","4738310","NO"
"6597","Itxasoenea","Itxasoenea","Restauracion","081001","6676","02010000","AOIZ","Restaurantes","Casera o regional","02\01\00\00\","6597FotoTH1.JPG","Pirineos","","633346","4738317","NO"
"4829","Itxesi","Itxesi","Restauracion","081005","2802","02010000","UHARTE-ARAKIL","Restaurantes","Casera o regional","02\01\00\00\","4829FotoTH1.jpg","Pirineos","","584064","4752035","NO"
"1152","Itziar","Itziar","Restauracion","081001","2041","02010000","VILLAVA","Restaurantes","Casera o regional","","","Cuenca de Pamplona","","613575","4742979","NO"
"261","Izaga","Izaga","Restauracion","","3000","02040000","NOÁIN","Restaurantes","Casera o regional","01\01\03\00\","261FotoTH1.jpg","Cuenca de Pamplona","","611509","4736576","NO"
"4386","Izar-Ondo","Izar-Ondo","Restauracion","","3033","02040000","ARBIZU","Restaurantes","Casera o regional","01\01\03\00\","4386FotoTH2.jpg","Pirineos","","578628","4752046","NO"
"1017","Izarra","Izarra","Restauracion","081005","1906","02010000","ARBIZU","Restaurantes","Casera o regional","02\01\00\00\","1017FotoTH1.jpg","Pirineos","","578628","4752046","NO"
"5977","Izarra","Izarra","Restauracion","","5902","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5977FotoTH1.JPG","Zona Media","","579273","4724918","NO"
"1437","Jaen","Jaen","Restauracion","081005","2326","02010000","ORKOIEN","Restaurantes","Casera o regional","","","Cuenca de Pamplona","","606770","4741939","NO"
"7053","Jakue","Jakue","Restauracion","081001","6954","02010000","PUENTE LA REINA","Restaurantes","","02\01\00\00\","7053FotoTH1.JPG","Zona Media","","597803","4725553","NO"
"5569","Javier","Javier","Restauracion","                                                  ","2887","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","5569FotoTH1.jpg","Cuenca de Pamplona","","612431","4742860","NO"
"1021","Jiménez","Jiménez","Restauracion","081005","1910","02010000","CAMPANAS","Restaurantes","","02\01\00\00\","1021FotoTH1.jpg","Cuenca de Pamplona","","610453","4727114","NO"
"6483","Jolastoki","Jolastoki","Restauracion","081101","6513","02020000","IGANTZI","Cafeterías","","","","Pirineos","","605658","4784405","NO"
"1269","Jon","Jon","Restauracion","081005","2158","02010000","PAMPLONA","Restaurantes","Casera o regional","","","Cuenca de Pamplona","","610567","4740235","NO"
"3353","José Luis","José Luis","Restauracion","                                                  ","2634","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","3353FotoTH1.jpg","La Ribera","","615458","4657638","NO"
"1719","Joselo","Joselo","Restauracion","081101                                            ","2608","02020000","TUDELA","Cafeterías","","","","La Ribera","","615343","4656913","NO"
"5942","Josema","Josema","Restauracion","","5867","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5942FotoTH1.JPG","La Ribera","","615332","4657708","NO"
"25","Juan Simón","Juan Simón","Restauracion","","2907","02040000","ARRAITZ-ORKIN","Restaurantes","Casera o regional","01\01\01\00\","25FotoTH1.jpg","Pirineos","","611133","4762714","NO"
"1374","Juango","Juango","Restauracion","081005","2263","02010000","ARAZURI","Restaurantes","Asador","02\01\00\00\","1374FotoTH1.jpg","Cuenca de Pamplona","","604458","4741415","NO"
"1593","Juanitorena","Juanitorena","Restauracion","081005","2482","02010000","ARBIZU","Restaurantes","Sidrería","02\01\00\00\","1593FotoTH1.jpg","Pirineos","","578423","4751786","NO"
"4622","Kabili","Kabili","Restauracion","081005","2741","02010000","PAMPLONA","Restaurantes","Rápida","02\01\00\00\","4622FotoTH1.jpg","Cuenca de Pamplona","","611046","4741463","NO"
"4963","Kaixo","Kaixo","Restauracion","081005","2821","02010000","ALTSASU/ALSASUA","Restaurantes","Casera o regional","02\01\00\00\","4963FotoTH1.jpg","Pirineos","","567836","4749527","NO"
"1552","Kalean Gora","Kalean Gora","Restauracion","081005","2441","02010000","PAMPLONA","Restaurantes","Sidrería","02\01\00\00\","1552FotoTH1.jpg","Cuenca de Pamplona","","611665","4740029","NO"
"4723","Kaluxa","Kaluxa","Restauracion","081001","2786","02010000","URDIAIN","Restaurantes","Casera o regional","02\01\00\00\","4723FotoTH1.jpg","Pirineos","","570542","4748597","SI"
"1425","Kampei","Kampei","Restauracion","081002","2314","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","1425FotoTH1.jpg","Cuenca de Pamplona","","610538","4739944","NO"
"1001","Karrika Taberna","Karrika Taberna","Restauracion","081005","1890","02010000","ARBIZU","Restaurantes","","02\01\00\00\","1001FotoTH1.jpg","Pirineos","","578372","4751700","NO"
"1031","Kasino","Kasino","Restauracion","081005","1920","02010000","LESAKA","Restaurantes","","02\01\00\00\","1031FotoTH1.jpg","Pirineos","","605169","4789044","NO"
"4961","Kastonea","Kastonea","Restauracion","081005","2820","02010000","ERRATZU","Restaurantes","Asador","02\01\00\00\","4961FotoTH1.jpg","Pirineos","","625517","4781923","NO"
"4725","Kattalin","Kattalin","Restauracion","081005","2788","02010000","ZUGARRAMURDI","Restaurantes","Casera o regional","02\01\00\00\","4725FotoTH1.jpg","Pirineos","","618364","4791800","NO"
"6051","Kattalin Aterpetxea","Kattalin Aterpetxea","Restauracion","","6480","02040000","LEGASA","Restaurantes","","01\05\00\00\","6051FotoTH1.JPG","Pirineos","","610090","4775922","NO"
"1142","Katxetas","Katxetas","Restauracion","081005","2031","02010000","ESTELLA-LIZARRA","Restaurantes","Sidrería","02\01\00\00\","1142FotoTH1.jpg","Zona Media","","579531","4724863","NO"
"6002","Katxetas","Katxetas","Restauracion","","5930","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","6002FotoTH1.JPG","Zona Media","","579531","4724863","NO"
"1657","Kendal","Kendal","Restauracion","081101                                            ","2546","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","608965","4740661","NO"
"1109","Kentucky Fried Chicken","Kentucky Fried Chicken","Restauracion","081005","1998","02010000","HUARTE","Restaurantes","Rápida","02\01\00\00\","1109FotoTH1.jpg","Cuenca de Pamplona","","615799","4742734","NO"
"1446","Kentucky Fried Chicken","Kentucky Fried Chicken","Restauracion","081001","2335","02010000","PAMPLONA","Restaurantes","Rápida","02\01\00\00\","1446FotoTH1.jpg","Cuenca de Pamplona","","609612","4740337","NO"
"1564","Kixkia Sagardotegia","Kixkia Sagardotegia","Restauracion","081005","2453","02010000","OCHAGAVÍA","Restaurantes","Sidrería","02\01\00\00\","1564FotoTH1.jpg","Pirineos","","655789","4751707","SI"
"1198","Koishta","Koishta","Restauracion","081005","2087","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1198FotoTH1.jpg","Cuenca de Pamplona","","611720","4740727","NO"
"7160","Koku","Koku","Restauracion","081001","7062","02010000","PAMPLONA","Restaurantes","Oriental","02\01\00\00\","7160FotoTH1.JPG","Cuenca de Pamplona","","610941","4740824","NO"
"1699","Kontxa","Kontxa","Restauracion","081101                                            ","2588","02020000","DONEZTEBE/SANTESTEBAN","Cafeterías","","","","Pirineos","","608098","4778982","NO"
"5978","Kopa,s","Kopa,s","Restauracion","","5903","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5978FotoTH1.JPG","Zona Media","","579454","4724792","NO"
"1397","Koppo","Koppo","Restauracion","081005","2286","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1397FotoTH1.jpg","Cuenca de Pamplona","","610817","4741122","NO"
"3378","Koppo","Koppo","Restauracion","                                                  ","2659","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3378FotoTH1.jpg","Cuenca de Pamplona","","610776","4741100","NO"
"1587","Kortarixar","Kortarixar","Restauracion","081005","2476","02010000","ELIZONDO","Restaurantes","Sidrería","02\01\00\00\","1587FotoTH1.jpg","Pirineos","","619871","4777230","NO"
"1229","Koska","Koska","Restauracion","081005","2118","02010000","URDAZUBI/URDAX","Restaurantes","Casera o regional","02\01\00\00\","1229FotoTH1.jpg","Pirineos","","621436","4791590","NO"
"1416","Koxkonta","Koxkonta","Restauracion","081005","2305","02010000","LESAKA","Restaurantes","Casera o regional","02\01\00\00\","1416FotoTH1.jpg","Pirineos","","605461","4789487","NO"
"4010","Kuko","Kuko","Restauracion","","3024","02040000","ORONOZ","Restaurantes","Casera o regional","01\01\05\00\","4010FotoTH1.jpg","Pirineos","","614030","4775451","NO"
"1531","Kutximangi","Kutximangi","Restauracion","081001","2420","02010000","ARTAJONA","Restaurantes","Casera o regional","02\01\00\00\","1531FotoTH1.jpg","Zona Media","","601397","4715966","NO"
"3949","L & Ele","L & Ele","Restauracion","081005","2687","02010000","TUDELA","Restaurantes","Casera o regional","02\01\00\00\","3949FotoTH1.jpg","La Ribera","","615297","4657674","NO"
"1276","La Abuela","La Abuela","Restauracion","081001","2165","02010000","CORTES","Restaurantes","Casera o regional","02\01\00\00\","1276FotoTH1.jpg","La Ribera","","630934","4642537","NO"
"1146","La Aljama","La Aljama","Restauracion","081005","2035","02010000","ESTELLA-LIZARRA","Restaurantes","Casera o regional","02\01\00\00\","1146FotoTH1.jpg","Zona Media","","579577","4724560","NO"
"5979","La Aljama","La Aljama","Restauracion","","5904","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5979FotoTH1.JPG","Zona Media","","579578","4724577","NO"
"4650","La almadía","La almadía","Restauracion","                                                  ","2748","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4650FotoTH5.jpg","Cuenca de Pamplona","","610591","4739888","NO"
"4297","La Antigua Azucarera","La Antigua Azucarera","Restauracion","","3028","02040000","MARCILLA","Restaurantes","De autor","01\01\05\00\","4297FotoTH1.jpg","La Ribera","","605909","4688031","NO"
"4713","La antigua farmacia","La antigua farmacia","Restauracion","                                                  ","2780","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4713FotoTH1.jpg","Cuenca de Pamplona","","610837","4741169","NO"
"3372","La Barrica del Sancho","La Barrica del Sancho","Restauracion","                                                  ","2653","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3372FotoTH1.jpg","Cuenca de Pamplona","","609187","4740307","NO"
"1191","La Bodega","La Bodega","Restauracion","081005","2080","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1191FotoTH1.jpg","Cuenca de Pamplona","","609275","4741086","NO"
"3955","La Bodega del Camino","La Bodega del Camino","Restauracion","081005","2693","02010000","LORCA","Restaurantes","Casera o regional","02\01\00\00\","3955FotoTH1.jpg","Zona Media","","586410","4724983","NO"
"1373","La Bodeguilla","La Bodeguilla","Restauracion","081005","2262","02010000","BARAÑÁIN","Restaurantes","Casera o regional","02\01\00\00\","1373FotoTH1.jpg","Cuenca de Pamplona","","608411","4740039","NO"
"1618","La Bolera","La Bolera","Restauracion","081101                                            ","2507","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","611666","4739952","NO"
"4355","La Borda","La Borda","Restauracion","081005","2722","02010000","AURITZ/BURGUETE","Restaurantes","Casera o regional","02\01\00\00\","4355FotoTH1.jpg","Pirineos","","635618","4760847","NO"
"4865","La Botería","La Botería","Restauracion","                                                  ","2810","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4865FotoTH1.jpg","Cuenca de Pamplona","","611116","4741195","NO"
"1539","La Bottega","La Bottega","Restauracion","081005","2428","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","1539FotoTH1.jpg","Cuenca de Pamplona","","609271","4740676","NO"
"1718","La Boveda","La Boveda","Restauracion","081101                                            ","2607","02020000","TUDELA","Cafeterías","","","","La Ribera","","615217","4657713","NO"
"1594","La Cabaña","La Cabaña","Restauracion","081005","2483","02010000","CORELLA","Restaurantes","Casera o regional","02\01\00\00\","1594FotoTH1.JPG","La Ribera","","600522","4663339","NO"
"7814","La cabaña de pan y chocolate","La cabaña de pan y chocolate","Restauracion","","7750","02050000","","Instalaciones móviles","","02\05\00\00\","7814FotoTH1.JPG","","","0","0","NO"
"1370","La Cadena","La Cadena","Restauracion","081005","2259","02010000","LERÍN","Restaurantes","Casera o regional","02\01\00\00\","1370FotoTH1.jpg","La Ribera","","583998","4704251","NO"
"1322","La Cañada","La Cañada","Restauracion","081001","2211","02010000","PERALTA","Restaurantes","Casera o regional","","","La Ribera","","598299","4688113","NO"
"1010","La Cantina","La Cantina","Restauracion","081005","1899","02010000","CINTRUÉNIGO","Restaurantes","Casera o regional","02\01\00\00\","1010FotoTH1.jpg","La Ribera","","599289","4658277","NO"
"1478","La Cantinetta","La Cantinetta","Restauracion","081002","2367","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","1478FotoTH1.jpg","Cuenca de Pamplona","","610324","4740431","NO"
"3997","La Casa de las Monjas","La Casa de las Monjas","Restauracion","","3023","02040000","MIRANDA DE ARGA","Restaurantes","Casera o regional","01\01\05\00\","3997FotoTH1.jpg","Zona Media","","596124","4704156","NO"
"1402","La Casona","La Casona","Restauracion","081005","2291","02010000","BARAÑÁIN","Restaurantes","Asador","02\01\00\00\","1402FotoTH1.jpg","Cuenca de Pamplona","","608031","4740180","NO"
"6065","La Cepa","La Cepa","Restauracion","081002","6010","02010000","ESTELLA-LIZARRA","Restaurantes","Asador, Asador","02\01\00\00\","6065FotoTH1.JPG","Zona Media","","0","0","NO"
"1381","La Chistera","La Chistera","Restauracion","081005","2270","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1381FotoTH1.jpg","Cuenca de Pamplona","","610786","4741315","NO"
"5478","La Chistera","La Chistera","Restauracion","                                                  ","2869","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","5478FotoTH1.jpg","Cuenca de Pamplona","","610786","4741315","NO"
"5250","La Cocina de Alex Múgica (Gran Hotel la Perla)","La Cocina de Alex Múgica (Gran Hotel la Perla)","Restauracion","                                                  ","2840","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","5250FotoTH1.jpg","Cuenca de Pamplona","","610869","4741265","NO"
"1171","La Conrada","La Conrada","Restauracion","081002","2060","02010000","PUENTE LA REINA","Restaurantes","Casera o regional","02\01\00\00\","1171FotoTH1.jpg","Zona Media","","597110","4724993","NO"
"5980","La Conrada","La Conrada","Restauracion","","5905","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5980FotoTH1.JPG","Zona Media","","579407","4724883","NO"
"1713","La Espiga","La Espiga","Restauracion","081101                                            ","2602","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","608479","4740357","NO"
"1726","La Espiga Artesana","La Espiga Artesana","Restauracion","081101                                            ","2615","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","607330","4742925","NO"
"4348","La Estación","La Estación","Restauracion","081002","2721","02010000","AIZOÁIN","Restaurantes","Casera o regional","02\01\00\00\","4348FotoTH1.jpg","Cuenca de Pamplona","","607698","4744278","NO"
"5989","La Estación","La Estación","Restauracion","","5914","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5989FotoTH4.JPG","Zona Media","","579216","4724646","NO"
"1151","La Estrella","La Estrella","Restauracion","081005","2040","02010000","GARCIRIÁIN","Restaurantes","Casera o regional","","","Cuenca de Pamplona","","606878","4749581","NO"
"5943","La Estrella","La Estrella","Restauracion","","5868","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5943FotoTH1.JPG","La Ribera","","615278","4657655","NO"
"3939","La Fiterana","La Fiterana","Restauracion","081001","2677","02010000","FITERO","Restaurantes","Casera o regional","02\01\00\00\","3939FotoTH1.jpg","La Ribera","","594301","4656605","NO"
"3923","La Fonda","La Fonda","Restauracion","081005","2666","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","3923FotoTH1.jpg","Cuenca de Pamplona","","609896","4741110","NO"
"4672","La Fonda","La Fonda","Restauracion","                                                  ","2763","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4672FotoTH1.jpg","Cuenca de Pamplona","","609870","4741126","NO"
"1585","La Fonda de Tito","La Fonda de Tito","Restauracion","081002","2474","02010000","PUENTE LA REINA","Restaurantes","Casera o regional","02\01\00\00\","1585FotoTH1.jpg","Zona Media","","597065","4725083","NO"
"1597","La Fuente","La Fuente","Restauracion","081101                                            ","2486","02020000","TAFALLA","Cafeterías","","","","Zona Media","","608407","4709025","NO"
"5944","La Fuente","La Fuente","Restauracion","","5869","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5944FotoTH1.JPG","La Ribera","","615356","4657717","NO"
"3941","La Galera","La Galera","Restauracion","081005","2679","02010000","MENDAVIA","Restaurantes","Sidrería","02\01\00\00\","3941FotoTH1.jpg","La Ribera","","565932","4699365","NO"
"4676","La granja","La granja","Restauracion","                                                  ","2767","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4676FotoTH1.jpg","Cuenca de Pamplona","","611059","4741346","NO"
"5945","La Guitarra","La Guitarra","Restauracion","","5870","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5945FotoTH1.JPG","La Ribera","","0","0","NO"
"5245","La Hacienda","La Hacienda","Restauracion","081002","2837","02010000","MUTILVA","Restaurantes","Casera o regional","02\01\00\00\","5245FotoTH1.jpg","Cuenca de Pamplona","","613258","4739069","NO"
"313","La Joyosa Guarda","La Joyosa Guarda","Restauracion","","6522","02040000","OLITE","Restaurantes","","01\01\01\00\","313FotoTH1.jpg","Zona Media","","610841","4703967","NO"
"3944","La Mafia se sienta a la mesa","La Mafia se sienta a la mesa","Restauracion","081005","2682","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","3944FotoTH1.jpg","Cuenca de Pamplona","","611258","4741064","NO"
"4709","La mandarra de la Ramos","La mandarra de la Ramos","Restauracion","                                                  ","2777","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4709FotoTH1.jpg","Cuenca de Pamplona","","610834","4741322","NO"
"5933","La Mandarra de la Ramos","La Mandarra de la Ramos","Restauracion","081002","5858","02010000","PAMPLONA","Restaurantes","Casera o regional, De tapas y raciones","02\01\00\00\","5933FotoTH1.JPG","Cuenca de Pamplona","","610836","4741323","NO"
"1457","La Manduca","La Manduca","Restauracion","081005","2346","02010000","BURLADA","Restaurantes","Rápida","02\01\00\00\","1457FotoTH1.jpg","Cuenca de Pamplona","","612882","4742398","NO"
"4989","La Mar Salada","La Mar Salada","Restauracion","081005","2823","02010000","PAMPLONA","Restaurantes","Innovadora","02\01\00\00\","4989FotoTH1.jpg","Cuenca de Pamplona","","611284","4741122","NO"
"5981","La Moderna","La Moderna","Restauracion","","5906","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5981FotoTH1.JPG","Zona Media","","579322","4724744","NO"
"6384","La Morea","La Morea","Restauracion","081003","6427","02010000","CORDOVILLA","Restaurantes","Casera o regional","02\01\00\00\","6384FotoTH1.JPG","Cuenca de Pamplona","","611896","4738099","NO"
"5200","La Muralla","La Muralla","Restauracion","081005","2831","02010000","OLITE","Restaurantes","","02\01\00\00\","5200FotoTH1.jpg","Zona Media","","610987","4703946","NO"
"4783","La Nuez","La Nuez","Restauracion","081002","2798","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","4783FotoTH1.jpg","Cuenca de Pamplona","","610547","4741264","NO"
"1367","La Oficina","La Oficina","Restauracion","081005","2256","02010000","MUTILVA","Restaurantes","Casera o regional","02\01\00\00\","1367FotoTH1.jpg","Cuenca de Pamplona","","612411","4738029","NO"
"1348","La Olla","La Olla","Restauracion","081005","2237","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1348FotoTH1.jpg","Cuenca de Pamplona","","611109","4741202","NO"
"1215","La Oreja","La Oreja","Restauracion","081005","2104","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1215FotoTH1.jpg","Cuenca de Pamplona","","610642","4741566","NO"
"1614","La Panadera","La Panadera","Restauracion","081101                                            ","2503","02020000","SAN ADRIÁN","Cafeterías","","","","La Ribera","","587796","4687520","NO"
"84","La Parrilla","La Parrilla","Restauracion","","2931","02040000","TUDELA","Restaurantes","","01\01\03\00\","84FotoTH1.JPG","La Ribera","","616107","4656821","NO"
"1107","La Parrilla","La Parrilla","Restauracion","081005","1996","02010000","ANSOAIN","Restaurantes","Casera o regional","","","Cuenca de Pamplona","","611387","4743031","NO"
"5560","La Pata de la Oca","La Pata de la Oca","Restauracion","","3068","02040000","TORRES DEL RÍO","Restaurantes","Casera o regional","01\01\03\00\","5560FotoTH1.JPG","Zona Media","","559803","4711301","NO"
"1326","La Peña","La Peña","Restauracion","081005","2215","02010000","TAFALLA","Restaurantes","Asador","02\01\00\00\","1326FotoTH1.jpg","Zona Media","","608648","4709182","NO"
"3377","La Picachilla","La Picachilla","Restauracion","                                                  ","2658","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3377FotoTH1.jpg","Cuenca de Pamplona","","609368","4740650","NO"
"1063","La Plaza","La Plaza","Restauracion","081005","1952","02010000","PUENTE LA REINA","Restaurantes","Casera o regional","02\01\00\00\","1063FotoTH1.jpg","Zona Media","","597054","4725095","NO"
"1102","La Plaza","La Plaza","Restauracion","081005","1991","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1102FotoTH1.jpg","Cuenca de Pamplona","","611557","4740940","NO"
"297","La Plazuela","La Plazuela","Restauracion","","3012","02040000","LODOSA","Restaurantes","Casera o regional","01\01\03\00\","297FotoTH1.jpg","La Ribera","","575685","4697403","NO"
"133","La Posada","La Posada","Restauracion","","2950","02040000","ORREAGA/RONCESVALLES","Restaurantes","Casera o regional","01\01\03\00\","133FotoTH1.jpg","Pirineos","","636962","4763120","NO"
"1213","La Posada","La Posada","Restauracion","081005","2102","02010000","SORAUREN","Restaurantes","Asador","02\01\00\00\","1213FotoTH1.jpg","Cuenca de Pamplona","","613574","4747078","NO"
"1711","La Posada","La Posada","Restauracion","081101                                            ","2600","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610071","4740087","NO"
"4169","La Posada","La Posada","Restauracion","081005","2710","02010000","LARRAINTZAR","Restaurantes","Casera o regional","02\01\00\00\","4169FotoTH1.jpg","Pirineos","","606356","4759091","NO"
"6375","La Ribera","La Ribera","Restauracion","081001","6316","02010000","CINTRUÉNIGO","Restaurantes","Casera o regional","02\01\00\00\","6375FotoTH1.JPG","La Ribera","","0","0","NO"
"1653","La Rocha","La Rocha","Restauracion","081101                                            ","2542","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610007","4742372","NO"
"1340","La Runa","La Runa","Restauracion","081005","2229","02010000","PAMPLONA","Restaurantes","Sidrería","02\01\00\00\","1340FotoTH1.jpg","Cuenca de Pamplona","","610709","4742103","NO"
"4716","La Runa","La Runa","Restauracion","                                                  ","2783","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4716FotoTH1.jpg","Cuenca de Pamplona","","610698","4742109","NO"
"5849","La Sangiovesa","La Sangiovesa","Restauracion","081002","5718","02010000","PAMPLONA","Restaurantes","Italiano","02\01\00\00\","5849FotoTH1.JPG","Cuenca de Pamplona","","610863","4741138","NO"
"1355","La Servicial Vinicola","La Servicial Vinicola","Restauracion","081005","2244","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1355FotoTH1.jpg","Cuenca de Pamplona","","611050","4740766","NO"
"5946","La Taberna","La Taberna","Restauracion","","5871","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5946FotoTH1.JPG","La Ribera","","615277","4657655","NO"
"1086","La Taberna de Tulebras","La Taberna de Tulebras","Restauracion","081005","1975","02010000","TULEBRAS","Restaurantes","Casera o regional","02\01\00\00\","1086FotoTH1.JPG","La Ribera","","609470","4649011","NO"
"5449","La Tagliatella","La Tagliatella","Restauracion","081002","2863","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","5449FotoTH1.jpg","Cuenca de Pamplona","","610882","4741378","NO"
"5866","La Tagliatella","La Tagliatella","Restauracion","081005","5751","02010000","CORDOVILLA","Restaurantes","Italiano","02\01\00\00\","5866FotoTH1.JPG","Cuenca de Pamplona","","611924","4737780","NO"
"6474","La Tagliatella","La Tagliatella","Restauracion","081002","6377","02010000","TUDELA","Restaurantes","Italiano","02\01\00\00\","6474FotoTH1.JPG","La Ribera","","615234","4657558","NO"
"5982","La Tasca","La Tasca","Restauracion","","5907","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5982FotoTH1.JPG","Zona Media","","579010","4725206","NO"
"7291","La Tasca De Don José","La Tasca De Don José","Restauracion","081001","7225","02010000","HUARTE","Restaurantes","Casera o regional, De tapas y raciones","02\01\00\00\","7291FotoTH1.JPG","Cuenca de Pamplona","","615734","4742807","NO"
"7319","La Tasca de Don José","La Tasca de Don José","Restauracion","081001","7437","02010000","CORDOVILLA","Restaurantes","Casera o regional, De tapas y raciones","02\01\00\00\","7319FotoTH1.JPG","Cuenca de Pamplona","","615795","4742813","NO"
"1101","La Taula","La Taula","Restauracion","081001","1990","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1101FotoTH1.jpg","Cuenca de Pamplona","","610057","4742207","NO"
"5398","La Terraza del Labrit","La Terraza del Labrit","Restauracion","081101","2853","02020000","PAMPLONA","Cafeterías","Rápida","","","Cuenca de Pamplona","","611122","4741353","NO"
"6802","La Torreta","La Torreta","Restauracion","081001","6719","02010000","PUENTE LA REINA","Restaurantes","","02\01\00\00\","6802FotoTH1.JPG","Zona Media","","597014","4725058","NO"
"4432","La trastienda del colmado","La trastienda del colmado","Restauracion","081005","2732","02010000","PAMPLONA","Restaurantes","Innovadora","02\01\00\00\","4432FotoTH1.jpg","Cuenca de Pamplona","","611705","4740781","NO"
"1516","La Trattoria","La Trattoria","Restauracion","081005","2405","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","1516FotoTH1.jpg","Cuenca de Pamplona","","609537","4740359","NO"
"1314","La Unión","La Unión","Restauracion","081005","2203","02010000","PAMPLONA","Restaurantes","Casera o regional","","","Cuenca de Pamplona","","611500","4742970","NO"
