uri,om_tieneEnlaceSIG,schema_url,om_categoriaAlojamiento,schema_email,geo_lat,geo_long,schema_telephone,om_situadoEnVia,rdfs_label,schema_address_postalCode,schema_address_addressCountry,schema_address_addressLocality,schema_address_streetAddress
http://opendata.caceres.es/recurso/turismo/alojamiento/Hostal/20-la-rosa,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=21,,1,marya.70@hotmail.com,39.4682056,-6.3816934462,927 221 750 / 927 221 754,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-465,Hostal La Rosa,10001,ES,Cáceres,"C/ Sanguino Michel, 8"
http://opendata.caceres.es/recurso/turismo/alojamiento/Albergue/1-municipal-de-caceres,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2,http://www.alberguecaceres.es/,,info@alberguecaceres.com,39.4809976255,-6.36682083748,927102 001,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-3425,Albergue Municipal de Caceres,10004,ES,Cáceres,Avda. de la Universidad s/n
http://opendata.caceres.es/recurso/turismo/alojamiento/Albergue/2-las-veletas,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2114,,,las.veletas@hotmail.com,39.4771889168,-6.37243156358,927 211 210,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-213,Albergue Las Veletas,10003,ES,Cáceres,"C/ General Margallo, 4"
http://opendata.caceres.es/recurso/turismo/alojamiento/Hostal/17-hernan-cortes,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=17,http://www.hostalhernancortes.es/,2,,39.4737279219,-6.37793852832,927 243 488,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-3559,Hostal Hernan Cortes,10004,ES,Cáceres,"C/ Fray Bartolomé de las Casas, 5"
http://opendata.caceres.es/recurso/turismo/alojamiento/Hostal/18-argentina,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=22,http://www.hostalargentina.net,2,,39.4674048835,-6.38188385901,927 222 854,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-465,Hostal Argentina,10001,ES,Cáceres,"C/ Sanguino Michel, 7"
http://opendata.caceres.es/recurso/turismo/alojamiento/Hotel/26-nh-palacio-de-oquendo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=13,http://www.nh-hoteles.es/nh/es/hoteles/espana/caceres/nh-palacio-de-oquendo.html,4,,39.4735198639,-6.37283929215,927 215 800,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/plaza-1766,Hotel NH Palacio de Oquendo,10003,ES,Cáceres,"Plaza de san Juan, 11"
http://opendata.caceres.es/recurso/turismo/alojamiento/Hotel/39-los-naranjos,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=14,http://losnaranjos-hotel.com/,1,,39.4741928924,-6.37605671424,927 243 508,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-17,Hotel Los Naranjos,10004,ES,Cáceres,"C/ Alfonso IX, 12"
http://opendata.caceres.es/recurso/turismo/alojamiento/Hotel/40-atrio-chateaux-relais,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2450,http://www.relaischateaux.com/es/search-book/hotel-restaurant/atrio/,5,,39.4730415764,-6.3715012611,927 242 928,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/plaza-3107,Hotel Atrio Chateaux-Relais,10003,ES,Cáceres,"Plaza de san Mateo, 1"
http://opendata.caceres.es/recurso/turismo/alojamiento/Apartamento/12-casa-pintada,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2448,http://www.casapintada.com/,2,casapintada@casapintada.com,39.4792472224,-6.37432484234,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-441,Apartamento Casa Pintada,10003,ES,Cáceres,"Calle San Justo, 43"
http://opendata.caceres.es/recurso/turismo/alojamiento/Apartamento/13-casa-pintada,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2449,http://www.casapintada.com/,2,casapintada@casapintada.com,39.4778044572,-6.37071125042,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/plaza-1078,Apartamento Casa Pintada,10003,ES,Cáceres,"Plaza de las Canterías, 4"
http://opendata.caceres.es/recurso/turismo/alojamiento/Apartamento/4-casa-pintada,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2444,http://www.casapintada.com/,2,casapintada@casapintada.com,39.4791564766,-6.37455491814,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-213,Apartamento Casa Pintada,10003,ES,Cáceres,"Calle General Margallo, 102"
http://opendata.caceres.es/recurso/turismo/alojamiento/Apartamento/5-salor,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2445,http://www.hotelalfonsoix.com/,3,info@hotelalfonsoix.com,39.475531692,-6.37336628339,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/plaza-353,Apartamento Salor,10004,ES,Cáceres,"Plaza Luis Obispo Galarza, 2"
http://opendata.caceres.es/recurso/turismo/alojamiento/Apartamento/6-salor,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2446,http://www.hotelalfonsoix.com/,3,info@hotelalfonsoix.com,39.4750338861,-6.37358626928,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-368,Apartamento Salor,10004,ES,Cáceres,"Calle Parra, 2"
http://opendata.caceres.es/recurso/turismo/alojamiento/Hotel/29-ara,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=23,,,,39.4684747761,-6.382279454,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-268,Hotel Ara,10002,ES,Cáceres,"C/ Juan XXIII, 1"
http://opendata.caceres.es/recurso/turismo/alojamiento/Albergue/0-juvenil-rincon-de-ballesteros,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=29,,,,39.19667109,-6.39234918823,,,Albergue Juvenil Rincon de Ballesteros,10199,ES,Rincón De Ballesteros,"Plaza Conquistadores, 9"
http://opendata.caceres.es/recurso/turismo/alojamiento/Hotel/43-hotel-palacio-de-arenales-y-spa,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1129,http://www.hospes.com/es/hotel-boutique-hotel-lujo-espana-hospes-caceres-palacio-de-arenales-espana/,5,palacioarenales@hospes.com,39.4628313791,-6.43186770967,927 620 490,,Hotel Palacio de los Arenales,,ES,Cáceres,"Crta. N 521, km 52.100"
http://opendata.caceres.es/recurso/turismo/alojamiento/Camping/15-ciudad-de-caceres,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=4,http://www.campingcaceres.com/,,info@campingcaceres.com,39.4889524068,-6.41305536322,927 233 100,,Camping Ciudad de Caceres,,ES,Cáceres,Crta. N-630 Km. 549
http://opendata.caceres.es/recurso/turismo/alojamiento/Apartamento/14-casa-de-la-juderia,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10750,,,,39.4724315092,-6.37005671223,,,Apartamento Casa De La Judería,,,,
http://opendata.caceres.es/recurso/turismo/alojamiento/Apartamento/3-tapandula,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10749,,,,39.4736397527,-6.37229791266,,,Apartamento Tapándula,,,,
http://opendata.caceres.es/recurso/turismo/alojamiento/Pension/30-cesar,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10747,,,,39.4779704123,-6.37357058181,,,Pensión César,,,,
