uri,schema_url,schema_email,geo_long,schema_telephone,geo_lat,om_capacidadPersonas,om_tenedores,rdfs_label,om_categoriaRestaurante,schema_address_postalCode,schema_address_addressCountry,schema_address_addressLocality,schema_address_streetAddress
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/38-eustaquio-blanco,http://www.eustaquioblanco.com,info@restauranteeustaquio.es,-6.38371,+34 927239520,39.469637,120 pax,3,Eustaquio Blanco,2,10001,ES,Cáceres,"Avenida Ruta de la Plata, 2"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/39-florencia-hotel-barcelo-v-centenario,http://www.barcelo.com,caceresvcentenario@barcelo.com,-6.398254,+34 927232200,39.473962,80 pax,2,Florencia (Hotel Barceló V Centenario),2,10005,ES,Cáceres,"Calle Manuel Pacheco, 4"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/41-foster's-hollywood,http://www.fostershollywood.es/antoniosilva,fhcaceres04@hotmail.com,-6.376675,+34 927214541,39.469783,67 pax,2,Foster's Hollywood,3,10002,ES,Cáceres,"Calle Catedrático Antonio Silva,  5"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/44-homarus,http://www.restaurantehomarus.es,restaurantehomarus@gmail.com,-6.398612,+34 927235582,39.468764,95 pax,2,Homarus,3,10005,ES,Cáceres,"Calle Miguel Serrano, 12  Edificio Los Miradores   "
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/46-hotel-don-manuel,http://www.donmanuelatiramhotels.com/es,granhoteldonmanuel@atiramhotels.com,-6.37159,+34 927242524,39.477129,75 pax,2,Hotel Don Manuel,2,10003,ES,Cáceres,"San Justo, 15"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/53-la-cabana,http://reservamesa.com,ajimcon@gmail.com,-6.386911,+34 927234030,39.450198,40 pax,1,La Cabaña,4,10005,ES,Cáceres,"Carretera de Badajoz, Km. 9’5"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/54-la-fusa,http://www.restaurantelafusa.com,jose@restaurantelafusa.com,-6.374071,+34 927213351,39.473493,50 pax,2,La Fusa,3,10003,ES,Cáceres,"Calle San Pedro, 4"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/55-la-parrilla-de-galarza,http://www.laparrilladegalarza.com,info@laparrilladegalarza.com,-6.374127,+34 927627219,39.475529,210 Pax,1,La Parrilla de Galarza,4,10003,ES,Cáceres,"Plaza Obispo Galarza, s/n"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/56-las-corchuelas-hotel-palacio-de-arenales,http://www.hospes.com,palacioarenales@hospes.com,-6.432658,+34 927620490,39.461012,40 pax,4,Las Corchuelas (Hotel Palacio de Arenales),1,10005,ES,Cáceres,"Ctra. Malpartida de Cáceres (N-521), Km. 52,1 "
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/60-los-siete-robles,http://www.lossieterobles.es/,los-siete-robles@hotmail.com,-6.359109,9.27090325E8,39.48942,100 pax,1,Los Siete Robles,4,10004,ES,Cáceres,"Avenida Héroes de Baler, s/n"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/61-madruelo,http://madruelo.com/inicio.php,madruelo@madruelo.com,-6.369937,+34 927243676,39.476082,36 pax,2,Madruelo,3,10003,ES,Cáceres,"Calle Camberos, 2   "
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/65-montebola-–-salon-ateneo,http://www.salonateneo.com,clientes@salonateneo.com,-6.418413,+34 927231200,39.495058,70 pax-salón 300 pax,1,Montebola – Salón Ateneo,4,10005,ES,Cáceres,"Carretera N-630, Km. 549"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/68-oquendo,http://www.restauranteoquendo.com,restauranteoquendo@hotmail.com,-6.378131,+34 927211132,39.471525,60 pax,2,Oquendo,3,10001,ES,Cáceres,"Calle Obispo Segura Sáez, 2"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/72-pasadena,http://www.restaurantepasadena.es,michel@restaurantepasadena.es,-6.378875,+34 927629494,39.458221,77 pax,2,Pasadena,3,10005,ES,Cáceres,"Avenida Pierre de Coubertain, 8"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/74-pintores-33,http://www.pintores33.com,carpaav@hotmai.com,-6.373723,+34 927245231,39.473693,45 pax,1,Pintores 33,4,10003,ES,Cáceres,"Calle Pintores, 32"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/76-puerta-de-la-estrella,http://www.puertadelaestrella.com/,encuadernacionroma@gmail.com,-6.370955,+34 927228097,39.47132,24 pax,1,Puerta de la Estrella,4,10003,ES,Cáceres,"Adarve de la Estrella, 4"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/77-rafa-ii,http://www.restauranterafa.com/,info@restauranterafa.com,-6.384463,+34 927231122,39.470071,220 pax,1,Rafa II,4,10001,ES,Cáceres,"Avenida Ruta de la Plata, 4"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/81-restaurante-hotel-don-manuel,http://www.donmanuelatiramhotels.com,granhoteldonmanuel@atiramhotels.com,-6.371616,+34 927242524,39.477139,75 pax,2,Restaurante Hotel Don Manuel,2,10003,ES,Cáceres,"Calle San Justo, 15"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/86-restaurante-del-camping-caceres,http://www.campingcaceres.com/sierrilla.htm,info@campingcaceres.com-reservas@campingcaceres.com,-6.413013,+34 927233100,39.488815,180 pax,1,Restaurante del Camping Cáceres,4,10005,ES,Cáceres,"Carretera N-630, Km. 549,5 (Junto al Estadio Príncipe Felipe)"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/88-taperia-bouquet,http://www.taperiarestaurantebouquet.es,mariano.bouquet@gmail.com,-6.372045,+34 927214218,39.474053,40 pax,1,Tapería Bouquet,4,10003,ES,Cáceres,"Plaza Publio Hurtado, 1"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/89-temis-2-0,http://www.temisdospuntocero.com,temis2.0@live.com,-6.363383,+34 927213248,39.481701,50 pax ,2,Temis 2.0,3,10003,ES,Cáceres,"Avenida de la Universidad, 14"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/90-torre-de-sande,http://www.castillodelaarguijuela.com,consuelo@torredesande.com,-6.37126,+34 927211147,39.473147,70 pax,3,Torre de Sande,2,10003,ES,Cáceres,"Calle de los Condes, 3"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/91-torreorgaz-parador-de-turismo,http://www.parador.es/es/parador-de-caceres/restaurante,caceres@parador.es,-6.371466,+34 927211759,39.472714,110 pax,2,Torreorgaz (Parador de Turismo),3,10003,ES,Cáceres,"Calle Ancha, 6"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/92-tuareg,http://www.complejoturareg.com,info@complejotuareg.net,-6.34868,927129761-607416113,39.38322,800 pax,2,Tuareg,3,10164,ES,Cáceres,"Ctra. N-630, Km. 564, 7 Valdesalor (Cáceres)"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/1-abadia,,ladirojo@gmail.com,-6.374121,+34 927227526,39.46911,65 pax,1,Abadía,4,10002,ES,Cáceres,"Plaza de los Conquistadores, 2 "
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/4-asador-casa-diego,,diegoplata@hotmail.com,-6.378044,9.27214004E8,39.462651,36 pax,2,Asador Casa Diego,3,10005,ES,Cáceres,"Calle Caupolicán, Bloque 1-8 "
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/11-brotes-verdes,,brotesverdescaceres@gmail.com,-6.38074,+34 927700027,39.467252,62 pax,1,Brotes Verdes,4,10001,ES,Cáceres,"Calle Argentina, 2"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/23-chiara,,mr-chiara@hotmail.com,-6.372888,+34 927247303,39.473765,36 pax,1,Chiara,4,10003,ES,Cáceres,"Plaza de San Juan, 2 "
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/49-javier-martin,,restaurantejmartin@yahoo.es,-6.38074,+34 927235906,39.455414,85 pax,2,Javier Martín,3,10005,ES,Cáceres,"Calle Juan Solano Pedrero, 15"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/50-kiosko-colon,,mostazoycia@terra.es,-6.376298,+34 927215052,39.472511,40 pax,1,Kiosko Colón,4,10001,ES,Cáceres,"Avenid de España, s/n "
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/57-liceo,,grupoliceocc@hotmail.com,-6.375788,+34 927210518,39.47103,48 pax,2,Liceo,3,10004,ES,Cáceres,Avenida Virgen de la Montaña
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/62-meson-iberico,,mesonibericorestaurante@hotmail.com,-6.373228,+34 927222959,39.473761,22 pax,1,Mesón Ibérico,4,10003,ES,Cáceres,"Plaza de San Juan, 10 "
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/63-meson-san-juan,,reservas@mesonsanjuan.com,-6.37278,927212578-927626648,39.473691,46 pax,1,Mesón San Juan,4,10003,ES,Cáceres,"Plaza de San Juan, 3  "
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/67-neptuno,,larodriguezgo@gmail.com,-6.380752,+34 927237947,39.465668,60 pax,1,Neptuno,4,10001,ES,Cáceres,"Avenida de Alemania, 19 bajo"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/73-pastafiore,,jorgepastafiore@gmail.com,-6.383254,+34 927233074,39.466401,80 pax,2,Pastafiore,3,10001,ES,Cáceres,"Calle Dionisio Acedo, 8"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/78-restaurante-chino-oriente,,xzleistyko@hotmail.com,-6.379479,+34 927238117,39.465401,95 pax,1,Restaurante Chino Oriente,4,10005,ES,Cáceres,"Avenida Isabel de Moctezuma, 2º A"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/5-asador-restaurante-la-montana,http://lamontanadecaceres.es/tl/RESTAURANTE.htm,,-6.35173,+34 927223755,39.462355,300 pax,2,Asador-Restaurante La Montaña,3,10003,ES,Cáceres,"Santuario Ntra. Sra. de la Montaña, S/N"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/43-guadipark,http://guadipark.es/restauracion,,-6.298776,+34 678008875,39.485104,49 pax,2,Guadipark,3,10003,ES,Cáceres,Carretera N-521 Embalse de Guadiloba
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/64-monfragüe-hotel-caceres-golf,http://www.hotelcaceresgolf.com,,-6.37645,+34 927234600,39.421556,50 pax,2,Monfragüe (Hotel Cáceres Golf),3,10195,ES,Cáceres,"Carretera N-630, Km. 558"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/69-orellana-hotel-extremadura-,http://www.extremadurahotel.com,,-6.384917,9.27629639E8,39.469699,60 pax,3,Orellana (Hotel Extremadura) ,2,10001,ES,Cáceres,"Avenida Ruta de la Plata, 3"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/71-palacio-de-los-golfines,http://www.palaciogolfines.es/,,-6.372127,+34 927626360,39.473512,502 pax,2,Palacio de los Golfines,3,10003,ES,Cáceres,"Adarve del Padre Rosalío, 2"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/2-aljibe,,,-6.379763,+34 927224288,39.467888,40 pax,2,Aljibe,3,10001,ES,Cáceres,"Avenida de Alemania, 2"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/12-caceres,,,-6.371506,9.27245996E8,39.47537,34 pax,1,Cáceres,4,10003,ES,Cáceres,"Plaza Mayor, 16"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/16-campus-universitario-de-caceres,,,-6.345006,+34 927182570,39.479423,650 pax,1,Campus Universitario de Cáceres,4,10071,ES,Cáceres,"Avenida de la Universidad, s/n"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/18-casa-luciano,,,-6.2718412,+34 927201154,39.4381746,150 pax,1,Casa Luciano,4,10005,ES,Cáceres,"Carretera N-521, Km. 38,8"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/22-centro,,,-6.373717,+34 927260009,39.473689,65 pax,2,Centro,3,10003,ES,Cáceres,"Calle Pintores, 34"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/29-el-fogon-de-toni,,,-6.380254,+34 927260059,39.469324,50 pax,2,El Fogón de Toñi,3,10001,ES,Cáceres,"Calle Gómez Becerra, 17"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/42-gran-muralla,,,-6.376408,9.27248216E8,39.471483,76 pax,1,Gran Muralla,4,10002,ES,Cáceres,"Avenida Virgen de la Montaña,  1"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/45-horno-cacereno,,,-6.373046,+34 927222237,39.473325,42 pax,2,Horno Cacereño,3,10003,ES,Cáceres,"Plaza de San Juan, 15"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/48-inaki-asaja-,,,-6.382061,+34 927212333,39.470711,40 pax,1,Iñaki Asaja ,4,10001,ES,Cáceres,"Avenida Virgen de Guadalupe, 20"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/51-kiosko-de-la-musica,,,-6.377981,+34 927214840,39.470209,56 pax,1,Kiosko de la Música,4,10002,ES,Cáceres,"Avenida de España, s/n "
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/59-los-portales-,,,-6.371089,+34 927228117,39.475667,30 pax,1,Los Portales ,4,10003,ES,Cáceres,"Plaza Mayor, 23"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/66-montesol,,,-6.6903,+34 927182852,39.424402,20 pax,1,Montesol,4,10004,ES,Cáceres,"Calle Rivera de Cáceres, 6"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/70-orense,,,-6.37876,9.27224757E8,39.471413,48 pax,1,Orense,4,10001,ES,Cáceres,"Calle Obispo Ciriaco Benavente, 9"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/75-plata-dominguez,,,-6.376617,+34 927247558,39.465893,51 pax,1,Plata Domínguez,4,10002,ES,Cáceres,"Avenida de Antonio Hurtado ,24 "
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/79-restaurante-chino-pekin,,,-6.375288,+34 927226655,39.470651,96 pax,1,Restaurante Chino Pekín,4,10002,ES,Cáceres,"Avenida Virgen de la Montaña, 13"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/80-restaurante-chino-pekin-ii,,,-6.377531,+34 927215357,39.466526,144 pax,1,Restaurante Chino Pekín II,4,10002,ES,Cáceres,Avenida de Antonio Hurtado. 12
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/82-restaurante-palacio-imperial,,,-6.379547,+34 927221258,39.4702,60 pax,1,Restaurante Palacio Imperial,4,10001,ES,Cáceres,"Calle Motril, 2."
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/83-sabor-iberico-santisteban,,,-6.388964,+34 927888066,39.468911,38 pax,1,Sabor Ibérico-Santisteban,4,10005,ES,Cáceres,"Avenida de París, 25"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/84-santa-angela,,,-6.379612,+34 927235223,39.455024,84 pax,1,Santa Ángela,4,10005,ES,Cáceres,"Calle Córdoba, 16"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/85-sera,,,-6.364079,+34 927180689,39.490614,62 pax,1,Sera,4,10004,ES,Cáceres,"Calle Ana Mariscal, 5"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/87-singapur,,,-6.387102,9.27220045E8,39.471047,96 pax,1,Singapur,4,10001,ES,Cáceres,"Avenida Ruta de la Plata, 12-B"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/7-bartolo,,,-6.372959,927 214 933-610 389 471,39.470893,,1,Bartolo,4,10002,ES,Cáceres,"Calle Camino Llano, 9"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/52-la-abaceria-de-juan-,,juan_epro@hotmail.com,-6.378644,927237837-647951197,39.455176,65 pax,,La Abacería de Juan ,,10005,ES,Cáceres,"Calle Córdoba, 2"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/17-carlos-v,http://www.asadorcarlosv.es,asadorcarlosv@hotmail.com,-6.37111,9.27210125E8,39.475109,,,Carlos V,,10003,ES,Cáceres,"Plaza Mayor, 34"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/0-8-arte,,restaurante8arte@gmail.com ,-6.372213,+34 927210926,39.475634,,,8º Arte,,10003,ES,Cáceres,"Calle General Ezponda, 7"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/14-camelot-restaurante,,agustinpajares30@gmail.com,-6.379397,+34 687179051,39.470215,,,Camelot Restaurante,,10001,ES,Cáceres,"Motril, 3"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/36-el-senor-de-la-dehesa,,valentinjardin01@gmail.com,-6.369206,+34 622858930,39.479867,,,El Señor de la Dehesa,,10004,ES,Cáceres,"Avenida San Blás, 38"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/47-iberico,,raulmarquezv@hotmail.com,-6.373177,+34 927222959,39.473771,,,Ibérico,,10003,ES,Cáceres,"Plaza San Juan, 10"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/58-los-duendes,http://www.braserialosduendescaceres.com/,,-6.375534,927 214 331,39.470844,,,Los Duendes,,10002,ES,Cáceres,"Avda. Virgen de la Montaña, 9"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/13-calenda,,,-6.37254,9.27215511E8,39.472316,,,Calenda,,10003,ES,Cáceres,"Adarve del Padre Rosalío, 14"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/32-el-montaito,,,-6.367147,+34 927210061,39.464858,,,El Montaíto,,10003,ES,Cáceres,"Huerta del Conde, 3"
http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/40-food-house,,,-6.385678,927 761 669,39.467436,,,Food House,,10001,ES,Cáceres,"Avda. Virgen de Guadalupe, 41-43"
