id;title;streetAddress;postalCode;addressLocality;tel;email;url;image;logo;restauranteEnHotel;socioHoreca;sinGluten;fincaCatering;servesCuisine;accesibilidad;comment;tenedores;capacidad;geometry;lastUpdated;description;link;sameAs
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//149";"LA MATILDE";"C/ Predicadores, 7";"50003";"Zaragoza";"";"luispuyuelo@gmail.com";"http://www.lamatilde.com";"/cont/paginas/turismo/oficina/rsc/img/empresa/la%20matilde_1.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/80-la-matilde.gif";"";"true";"";"";"";"";"Veterano restautante con cocina de calidad en la que destacan especialidades como la lasagna de morcilla de Burgos y hortalizas con emulsión de piquillos o el arroz negro gratinado con alioli de reineta. Cuentan con una de las mejores bodegas de España y con una decoración repleta de antigüedades y objetos de coleccionista, como placas de cava o anillas de puros. Hay un menú degustación por 43.50 euros.";"1";"60";"676360.98 4614064.15";2017-03-22T23:00:00Z;"C/ Predicadores, 7 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 43 34 43";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/149"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//174";"HOTEL ORIENTE";"C/ Coso, 11-13";"50003";"Zaragoza";"";"recepcion.oriente@srhoteles.es";"http://www.hotel-oriente.es";"/cont/paginas/turismo/oficina/rsc/img/empresa/I_Oriente.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/L_SrHoteles.jpg";"true";"";"";"";"";"";"Restaurante Umai. Se encuentra en pleno centro histórico de Zaragoza, cerca de la Basílica del Pilar. Donde podrás disfrutar de lo mejor de la cocina Aragonesa con sensaciones de cocina de autor, y todo ellos dentro de un marco con una decoración que te adentrarán en el mundo de las sensaciones.";"";"";"676417.45 4613670.2";2017-10-25T22:00:00Z;"C/ Coso, 11-13 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 20 32 82";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/174"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//176";"HOTEL GOYA";"C/ Cinco de Marzo,  5";"50004";"Zaragoza";"";"hotelgoya@palafoxhoteles.com";"http://www.palafoxhoteles.com";"/cont/paginas/turismo/oficina/rsc/img/empresa/029.%20I_Goyaweb.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/028-hotel-goya.gif";"true";"";"";"";"";"";"Restaurante del Hotel Goya.";"";"";"676425.91 4613472.09";2017-10-22T22:00:00Z;"C/ Cinco de Marzo,  5 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 22 93 31";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/176"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//177";"EL FORO";"C/ Eduardo Ibarra, 4.";"50009";"Zaragoza";"";"elforo@elforo98.com";"http://www.elforo98.com";"/cont/paginas/turismo/oficina/rsc/img/empresa/espumosos_2.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/069-el-foro.gif";"";"true";"";"";"Sin Gluten";"<div><img src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt=""Icono de Accesible con Acompañante""/>Accesible con Acompañante</div><ul><li> Acceso: Adaptado.  Comunica el restaurante por un acceso con rampa a través de la Residencia de ancianos MAZA</li><li>Aseos Adaptados: No</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>";"Restaurante El Foro, se encuentra en una ubicación estratégica; frente al Auditorio - Palacio de Congresos y al campo de fútbl La Romareda. Está a 10 minutos de la estación de tren Delicias y a 20 minutos del aueropuerto de Zaragoza. Contamos con un espacio único e ideal para cada ocasión; el restaurante, la terraza - cenador cubierta, el salón de banquetes y 3 comedores privados. Bodas, comuniones, bautizos, comidas y reuniones de empresa. Al lado de un amplio aparcamiento.";"2";"360";"674800.5 4611970.5";2017-03-13T23:00:00Z;"C/ Eduardo Ibarra, 4. <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 35 11 04";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/177"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//179";"ROGELIOS";"C/ Eduardo Ibarra, 10";"50009";"Zaragoza";"";"correo@rogelios.es";"http://www.rogelios.es";"/cont/paginas/turismo/oficina/rsc/img/empresa/restrogelios.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/060-rogelios.gif";"";"";"";"";"";"<div><img src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""Accesible""/>Accesible </div><ul><li> Acceso:  Adaptado con Rampa</li><li>Aseos Adaptados: Sí</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>";"Restaurante decorado con antigüedades del seglo XV. Preparan platos como la parrillada de verduras naturales con aceite del Bajo Aragón, solomillo de ternera asturiana al foie y pescados de temporada. Está situado junto a un gran aparcamiento público.";"2";"662";"674708.55 4611839.55";2017-03-21T23:00:00Z;"C/ Eduardo Ibarra, 10 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 35 89 50";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/179"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//186";"LOS DELFINES";"C/ Santander, 31";"50010";"Zaragoza";"";"";"http://www.restaurantelosdelfines.com";"";"";"";"";"";"";"";"";"";"1";"160";"675173.12 4613157.54";2017-03-28T22:00:00Z;"C/ Santander, 31 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 56 43 96";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/186"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//192";"NEGURI";"C/ Manuel Lasala, 44 - Local 2";"50006";"Zaragoza";"";"goyesco@restaurantegoyesco.com";"";"";"";"";"true";"";"";"";"";"";"2";"205";"675276.99 4611897.42";2017-10-01T22:00:00Z;"C/ Manuel Lasala, 44 - Local 2 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 35 18 52";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/192"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//195";"HOTEL AC LOS ENLACES";"C/ Pilar Miró, 1";"50011";"Zaragoza";"";"aclosenlaces@ac-hotels.com";"http://www.ac-hotels.com";"/cont/paginas/turismo/oficina/rsc/img/empresa/aclosenlaces2.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/026-hotel-ac-los-enlaces.gif";"true";"";"";"";"";"";"Restaurante Hotel AC Hotel Los Enlaces.
Sólo desayunos y cenas.";"";"";"673278.09 4613120.27";2017-03-28T22:00:00Z;"C/ Pilar Miró, 1 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 48 92 22";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/195"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//196";"LA BODEGA DE CHEMA";"C/ Latassa, 34";"50006";"Zaragoza";"";"contacto@labodegadechema.com";"http://www.labodegadechema.com";"/cont/paginas/turismo/oficina/rsc/img/empresa/bodegachema2.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/76-bodega-chema.gif";"";"true";"";"";"";"";"La especialidad de la casa es el cabrito asado con patatas. Amplia carta de entrantes, carnes y pescados.Menús para grupos y celebraciones. Tienen una buena bodega y esta cercano al aparcamiento público de Pza. San Francisco. Preparan comida para celiacos bajo petición.";"2";"90";"675531.51 4612293.43";2017-03-14T23:00:00Z;"C/ Latassa, 34 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 55 50 14";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/196"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//222";"RESTAURANTE LA GRANADA";"C/ San Ignacio de Loyola, 14";"50008";"Zaragoza";"";"info@restaurantelagranada.com";"http://www.restaurantelagranada.com";"/cont/paginas/turismo/oficina/rsc/img/empresa/I_Granada.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/L_Granada.jpg";"";"true";"";"";"Sin Gluten";"";"Ambiente acogedor e íntimo en este moderno restauramte que destaca por su cocina de autor y sus plator innovadores. Especializado en pescados. Situado en el centro de la ciudad, está muy cerca de un aparcamiento público.";"2";"70";"676467.41 4613050.44";2017-10-22T22:00:00Z;"C/ San Ignacio de Loyola, 14 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 22 39 03";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/222"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//257";"LA RINCONADA DE LORENZO";"C/ La Salle, 3";"50006";"Zaragoza";"";"oscar@larinconadadelorenzo.com";"";"/cont/paginas/turismo/oficina/rsc/img/empresa/larinconadadelorenzo.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/81-la-rinconada.gif";"";"true";"";"";"Sin Gluten";"<div><img src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt="" Accesible con Acompañante ""/>  Accesible con Acompañante </div><ul><li> Acceso: Pequeño escalón salvable con una cuña auxiliar. </li><li>Aseos Adaptados: No</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>";"Restaurante de cocina aragonesa con dos salones para 70 y 100 personas respectivamente. Decorado con cerámica de Muel, entre sus platos destacan las migas con jamón y uva, el foie de oca, el ternasco lechal al horno, los pescados frescos y los postres caseros. Zona WiFi de libre acceso, carta en cinco idiomas y en Braille, y carta de puros.";"2";"304";"675531.45 4612208.8";2017-03-14T23:00:00Z;"C/ La Salle, 3 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 55 51 08";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/257"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//276";"EL CHALET";"C/ Sta. Teresa de Jesús, 25";"50006";"Zaragoza";"";"angel.conde@elchaletrestaurante.es";"http://www.elchaletrestaurante.es";"/cont/paginas/turismo/oficina/rsc/img/empresa/chalet_4.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/068-el-chalet.gif";"";"true";"";"";"";"";"Coqueto chalet de ambiente elegante, cálido y acogedor, con jardin-cenador en el interior (primavera-verano).ideal para parejas, aniversarios, negocios, familiares, amigos y pequeños banquetes. Salones privados de 10 a 40 personas. Cocina de mercado y creativa, reflejada en una carta sugerente, con productos de gran calidad. Jornadas de tapas y trufas(febrero),bacalao y la cuaresma (marzo) o del cazador y algunas setas(noviembre) A destacar uno de los mejores steak tartar de la ciudad. Extensa carta de vinos. Servicio atento avalado por una larga profesionalidad. Parking publico muy cercano en plaza san francisco.";"2";"77";"675529.37 4612148.82";2017-03-13T23:00:00Z;"C/ Sta. Teresa de Jesús, 25 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 56 91 04";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/276"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//278";"RESTAURANTE ARAGONIA PALAFOX";"C/ Marqués de Casa Jiménez,  s/n";"50004";"Zaragoza";"";"rttearagonia@palafoxhoteles.com";"http://www.restaurantearagonia.com";"/cont/paginas/turismo/oficina/rsc/img/empresa/058.%20I_Rte.%20Aragonia.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/62-rest-aragonia.gif";"true";"true";"";"";"";"";"Bodega internacional con más de 2000 referencias más tienda para adquierir productos artesanos, aceites, vinagres, conservas... Cocina de mercado con influencia Aragonesa";"";"";"676195.09 4613346.77";2017-10-22T22:00:00Z;"C/ Marqués de Casa Jiménez,  s/n <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 79 42 43";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/278"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//279";"FINCA LA ALQUERIA";"Autovía de Logroño km 10,5";"50180";"Zaragoza";"";"laalqueria@laalqueria.es";"http://www.laalqueria.es";"/cont/paginas/turismo/oficina/rsc/img/empresa/101%20la%20alqueria.JPG";"/cont/paginas/turismo/oficina/rsc/img/empresa/95-la-alqueria.gif";"";"";"";"true";"";"";"";"";"";"668163.13 4619028.12";2017-04-11T22:00:00Z;"Autovía de Logroño km 10,5 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 79 26 11";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/279"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//279";"FINCA LA ALQUERIA";"Autovía de Logroño km 10,5";"50180";"Zaragoza";"";"laalqueria@laalqueria.es";"http://www.laalqueria.es";"/cont/paginas/turismo/oficina/rsc/img/empresa/101%20la%20alqueria.JPG";"/cont/paginas/turismo/oficina/rsc/img/empresa/95-la-alqueria.gif";"";"";"";"true";"";"";"";"";"";"668163.13 4619028.12";2017-04-11T22:00:00Z;"Autovía de Logroño km 10,5 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 79 26 11";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/279"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//280";"FINCA TORRE  DEL PINO";"c/ Zurita nº 15, 1º Izda";"50001";"Zaragoza";"";"martabas@torredelpino.com";"http://www.torredelpino.com";"/cont/paginas/turismo/oficina/rsc/img/empresa/103.-Torre-PinoAP.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/97-torre-del-pino.gif";"";"";"";"true";"";"";"";"";"";"676629.74 4613296.32";2013-10-15T22:00:00Z;"c/ Zurita nº 15, 1º Izda <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 239 283 / 976 150 61";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/280"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//289";"CATERING LA BASTILLA";"Camino Alcoz Nave 34";"50410";"Cuarte de Huerva - Zaragoza";"";"labastilla@labastilla.com";"http://www.labastilla.com";"/cont/paginas/turismo/oficina/rsc/img/empresa/097%20catering%20la%20bastilla.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/91-catering-la-bastilla.gif";"";"true";"";"";"";"";"";"";"";"";2017-10-03T22:00:00Z;"Camino Alcoz Nave 34 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 298 449";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/289"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//295";"HOTEL VINCCI ZARAGOZA ZENTRO";"C/ Coso, 86";"50001";"Zaragoza";"";"reservas.zentro@vinccihoteles.com";"http://http://www.vinccihoteles.com/";"/cont/paginas/turismo/oficina/rsc/img/empresa/I_Vincci.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/L_Vinci.jpg";"true";"";"";"";"";"";"";"";"";"676796.66 4613426.21";2017-09-24T22:00:00Z;"C/ Coso, 86 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 703 300";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/295"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//296";"RESTAURANTE LA JAMONERÍA EL CORTADOR DE JAMON";"C/ Bruno Solano, 16";"50006";"Zaragoza";"";"felix@lajamoneria.es";"http://www.elcortadordejamon.com";"/cont/paginas/turismo/oficina/rsc/img/empresa/jamoneria2.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/79-la-jamoneria.gif";"";"true";"";"";"";"";"En este restaurante todo el jamón se corta a cuchillo. También destacan sus platos de cuchara, las pochas con perdiz escabechada, el rabo de toro, ls alcachofas y las manitas de ministro. Muy cerca de un aparcamiento público. Tiene menús de distintos precios.";"1";"226";"675515.76 4612022.11";2017-10-24T22:00:00Z;"C/ Bruno Solano, 16 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 56 62 68";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/296"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//301";"FINCA SANSUI - El Jardín del Agua";"Autovía A-23 Pirineos (Crta Huesca) Km 9,6 direcc. Zaragoza";"50830";"Villanueva de Géllego (Zaragoza)";"";"congresos@elcachirulo.es";"http://www.sansui.es";"/cont/paginas/turismo/oficina/rsc/img/empresa/sansui1.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/96-sansui.gif";"";"";"";"true";"";"";"";"";"";"679165.57 4623075.64";2017-04-11T22:00:00Z;"Autovía A-23 Pirineos (Crta Huesca) Km 9,6 direcc. Zaragoza <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976796323";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/301"
